1,1,300,857.6698150843254,17.4653788833128
2,1,300,1105.3293560494535,40.10936931345673
3,1,300,3713.4828920383266,85.44470966966476
4,1,191,3713.4828920383266,96.7647856381505
4,2,69,533.2723780913309,27.667308652069483
4,3,2,0.0001,5e-05
4,4,13,883.4764387718734,80.51535450464152
4,5,8,5.478957626057678,0.7022407630398185
4,6,6,121.28882311395296,20.21482051899216
4,7,7,14.184539285405084,2.0704229398298817
4,8,2,344.3279376113526,172.1639688056763
4,9,1,0.0,0.0
4,10,1,0.0001,0.0001
5,1,201,3713.4828920383266,100.46299797476443
5,2,58,1206.402275041499,123.26409593519055
5,3,2,54.321938196495346,27.161019098247674
5,4,8,60.90852822907105,14.341882973833393
5,5,20,1757.1496839096294,166.67382225720476
5,6,1,0.12972,0.12972
5,8,8,596.083351856953,94.25791808484036
5,10,1,0.0001,0.0001
5,11,1,0.0,0.0
5,12,1,72.97313180869655,72.97313180869655
6,1,99,3713.4828920383266,97.28126791602969
6,2,89,939.1070367490242,79.67023224151367
6,3,9,46.030507749577744,5.460434236818471
6,4,84,3946.452379300238,203.0685529686006
6,10,4,0.0001,5e-05
6,13,1,0.14191333834963626,0.14191333834963626
6,14,6,103.85280364957168,31.94363740890436
6,15,1,0.0001,0.0001
6,16,1,12.919494442330297,12.919494442330297
6,17,2,0.14742000000000005,0.07371000000000003
6,18,1,0.0001,0.0001
6,19,1,0.0,0.0
6,20,2,0.0,0.0
7,1,80,2204.107317142944,122.98259278969263
7,2,9,206.759460315237,24.78429384799603
7,3,14,3713.4828920383266,274.90757937293694
7,4,158,3946.452379300238,111.66249864897465
7,10,3,0.0001,3.3333333333333335e-05
7,13,2,408.6086862850781,204.37529981171386
7,14,20,557.038759266663,60.50625437355761
7,15,2,484.3137892290687,242.15694461453432
7,16,5,254.4384350386209,62.67772744610579
7,17,2,76.70232897978062,38.35116448989031
7,19,1,0.0,0.0
7,21,1,0.10472000000000001,0.10472000000000001
7,22,7,1064.2797384967519,152.0399769281074
8,1,34,2204.107317142944,138.16712686537412
8,2,63,3946.452379300238,232.5993506486961
8,3,81,1462.5014184748468,112.15204593203553
8,10,14,94.30796444544579,13.393533843195328
8,15,56,1233.1173104322677,126.40433371955008
8,16,12,254.4384350386209,52.30478153133345
8,17,2,0.0001,5e-05
8,19,1,0.0,0.0
8,22,30,1064.2797384967519,46.43045405561085
8,23,1,0.0,0.0
8,24,1,0.0,0.0
8,25,5,2.859274019518145,0.571874803903629
9,1,56,2204.107317142944,129.61964831717552
9,2,77,3946.452379300238,221.5104242526807
9,3,45,1462.5014184748468,59.65637840679962
9,10,64,2229.645018571514,144.33020232573185
9,15,1,1.8387399999999998,1.8387399999999998
9,16,25,1064.2797384967519,85.90272024336136
9,17,3,2.859274019518145,0.9531246731727151
9,19,1,0.0,0.0
9,22,15,20.166040473425713,2.1870421889048197
9,23,2,0.0001,5e-05
9,26,3,11.558728826815369,3.8529762756051227
9,27,3,1.1899599999999997,0.39665333333333325
9,28,3,0.08532042526837337,0.028440141756124457
9,29,1,0.22291999999999995,0.22291999999999995
9,30,1,0.0001,0.0001
10,1,58,2204.107317142944,94.12766510434173
10,2,99,3946.452379300238,123.53669698421423
10,3,35,1462.5014184748468,56.88868599832358
10,10,59,2229.645018571514,153.20292591735637
10,15,2,182.17695042242755,91.08847521121378
10,16,29,325.62106240361805,45.43472695237096
10,17,1,2.859274019518145,2.859274019518145
10,19,1,0.0,0.0
10,22,7,1064.2797384967519,160.09416954991164
10,23,3,177.099731312332,59.033277104110674
10,26,1,0.0,0.0
10,28,4,378.6111628768014,94.65279071920035
10,30,1,0.0001,0.0001
10,31,1,0.0,0.0
10,32,3,0.0001,3.3333333333333335e-05
11,1,19,2204.107317142944,254.4837555791285
11,2,26,3946.452379300238,253.53305451564805
11,3,15,1462.5014184748468,115.1209296810077
11,10,55,30974.3606125387,776.0901033313388
11,15,63,25486.58720124652,489.49194242865457
11,16,17,549.3662250203223,72.05426502062733
11,17,2,0.0,0.0
11,19,1,0.0,0.0
11,22,48,1615.9791159714,143.20971696076575
11,23,9,356.5222495698583,57.380401539011764
11,26,7,132.2355550640178,21.06807702080716
11,30,1,0.0001,0.0001
11,31,1,0.0,0.0
11,32,3,0.0001,3.3333333333333335e-05
11,33,6,22.658674906655325,3.776479151109221
11,34,5,87.65451843304575,18.54790808949124
11,35,1,0.0,0.0
